order_id,customer_id,store_id,order_date,payment_method
6835,-1,33,2024-08-12,cash
6836,431,17,2024-03-09,upi
6843,757,24,2024-06-12,card
6846,-1,22,2024-09-13,card
6848,-1,36,2024-08-04,unknown
6853,1993,10,2024-11-20,upi
6857,276,30,2024-03-16,unknown
6864,-1,38,2024-04-29,unknown
6865,-1,26,2024-12-22,cash
6866,-1,37,2024-10-15,card
6869,-1,21,2024-08-19,unknown
6871,-1,26,2024-01-13,card
6872,-1,37,2024-02-21,upi
6876,-1,38,2024-04-14,cash
6879,1336,24,2024-02-14,card
6881,1392,36,2024-07-17,upi
6882,344,31,2024-01-18,upi
6885,466,23,2024-06-23,unknown
6886,48,26,2024-07-11,unknown
6895,805,18,2024-07-24,upi
6906,-1,21,2024-05-11,card
6907,-1,29,2024-07-03,card
6911,926,31,2024-06-18,card
6913,-1,29,2024-01-28,upi
6918,636,36,2024-10-15,unknown
6923,-1,11,2024-07-07,cash
6925,-1,13,2024-03-01,cash
6926,1021,13,2024-10-18,card
6927,-1,23,2024-05-03,cash
6930,-1,18,2024-09-19,cash
6933,-1,22,2024-05-12,unknown
6934,1516,35,2024-06-13,unknown
6937,-1,38,2024-10-31,card
6939,506,33,2024-12-26,upi
6944,447,17,2024-10-27,unknown
6945,-1,32,2024-06-11,card
6946,-1,29,2024-04-14,unknown
6947,253,14,2024-03-26,cash
6948,941,11,2024-03-21,card
6949,-1,36,2024-06-23,card
6951,-1,29,2024-05-22,unknown
6953,-1,39,2024-01-15,unknown
6961,-1,17,2024-11-04,upi
6963,1588,22,2024-01-02,unknown
6964,1974,25,2024-07-29,upi
6968,-1,10,2024-03-27,upi
6971,842,11,2024-04-16,cash
6972,1820,39,2024-11-01,unknown
6973,-1,32,2024-06-15,cash
6974,-1,20,2024-03-10,card
6975,-1,27,2024-02-28,cash
6979,-1,34,2024-11-21,cash
6981,1271,12,2024-01-27,card
6984,-1,28,2024-04-19,upi
6985,616,12,2024-07-07,upi
6986,-1,18,2024-05-08,upi
6989,1430,28,2024-10-24,unknown
6992,-1,15,2024-04-18,card
6995,1956,16,2024-05-28,card
6998,1968,16,2024-12-20,unknown
6999,-1,28,2024-03-11,unknown
