product_id,name,category,unit_price
1123,Dettol Soap,Bakery,314.92
1124,Dettol Soap,Dairy,170.49
1125,Fortune Oil,Grocery,258.16
1126,Good Day Biscuit, ,357.31
1127,Bourbon Biscuit,Dairy,209.81
1128,Bourbon Biscuit,Dairy,178.99
1129,Good Day Biscuit,Grocery,
1130,Tata Salt,Grocery,359.01
1131,Aashirvaad Atta,Grocery,
1132,Colgate,Grocery,108.79
1133,Tata Salt,Grocery,153.1
1134,Aashirvaad Atta,Grocery,176.07
1135,Fortune Oil,Dairy,306.57
1136,Amul Milk,Bakery,24.01
1137,Colgate,Bakery,260.6
1138,Dettol Soap,Bakery,
1139,Aashirvaad Atta,Household,
1140,Sunlight Soap,Household,52.15
1141,Bourbon Biscuit,Dairy,13.39
1142,Sunlight Soap,Personal Care,361.06
1143,Bourbon Biscuit, ,373.52
1144,Tata Salt,Dairy,367.43
1145,Dettol Soap,Dairy,71.36
1146,Tata Salt,Bakery,375.11
1147,Colgate,Personal Care,370.28
1148,Aashirvaad Atta,Bakery,277.84
1149,Sunlight Soap,Personal Care,23.42
1150,Colgate,Personal Care,217.79
1151,Aashirvaad Atta,Grocery,151.94
1152,,Household,82.54
1153,Good Day Biscuit,Personal Care,390.14
1154,Aashirvaad Atta,Household,255.23
1155,Amul Milk,Household,266.07
1156,Fortune Oil,Personal Care,166.65
1157,Sunlight Soap,Household,231.4
1158,Bourbon Biscuit,Bakery,54.73
1159,Fortune Oil,Bakery,
1160,Sunlight Soap,Bakery,220.42
1161,Bourbon Biscuit,Grocery,165.2
1162,Bourbon Biscuit,Dairy,244.8
1163,Sunlight Soap,Bakery,74.64
1164,Amul Milk,Household,33.44
1165,Colgate,Dairy,290.23
1166,,Dairy,333.47
1167,,Dairy,123.24
1168,Fortune Oil,Household,340.58
1169,, ,271.87
1170,Good Day Biscuit,Bakery,312.31
1171,Dettol Soap,Household,87.42
1172,Dettol Soap,Household,
1173,Aashirvaad Atta,Bakery,
1174,Sunlight Soap, ,212.87
1175,Colgate,Bakery,365.55
1176,Aashirvaad Atta,Dairy,146.74
1177,Fortune Oil,Grocery,36.97
1178,Amul Milk,Household,110.83
1179,Fortune Oil,Bakery,350.25
1180,Tata Salt,Household,301.8
1181,Bourbon Biscuit,Personal Care,106.42
1182,Colgate,Household,151.92
1183,Good Day Biscuit,Grocery,48.37
1184,Sunlight Soap,Dairy,361.2
1185,Colgate,Household,338.22
1186,Amul Milk,Dairy,76.41
1187,Sunlight Soap,Bakery,283.37
1188,Amul Milk,Personal Care,297.84
1189,Fortune Oil,Personal Care,33.45
1190,Sunlight Soap,Dairy,252.18
1191,Aashirvaad Atta,Bakery,355.75
1192,Fortune Oil,Household,123.8
1193,Sunlight Soap,Household,79.55
1194,Colgate, ,281.34
1195,Bourbon Biscuit,Household,
1196,Fortune Oil,Dairy,284.14
1197,Good Day Biscuit,Dairy,398.05
1198,Amul Milk,Personal Care,350.45
1199,Bourbon Biscuit,Grocery,295.04
1200,,Personal Care,302.99
1201,Good Day Biscuit,Bakery,129.39
1202,Tata Salt,Grocery,108.59
1203,Tata Salt,Dairy,
1204,Colgate,Household,162.9
1205,Amul Milk,Bakery,319.94
1206,Sunlight Soap,Household,52.29
1207,Colgate,Dairy,75.09
1208,Sunlight Soap,Personal Care,369.16
1209,Bourbon Biscuit,Grocery,83.09
1210,Bourbon Biscuit,Grocery,135.37
1211,Aashirvaad Atta,Household,123.8
1212,Colgate,Dairy,312.2
1213,Sunlight Soap,Grocery,218.45
1214,, ,121.72
1215,Tata Salt,Personal Care,100.76
1216,Tata Salt,Bakery,314.58
1217,Aashirvaad Atta,Personal Care,373.14
1218,Colgate,Grocery,36.63
1219,Amul Milk,Household,26.42
1220,Colgate,Household,160.73
1221,Tata Salt,Grocery,144.7
1222,Aashirvaad Atta,Bakery,116.23
1223,Fortune Oil,Dairy,396.7
1224,Tata Salt,Personal Care,195.27
1225,Fortune Oil,Household,23.27
1226,Amul Milk,Personal Care,
1227,Sunlight Soap,Grocery,
1228,Aashirvaad Atta,Dairy,363.37
1229,Colgate,Household,203.7
1230,, ,356.82
1231,Fortune Oil,Grocery,232.82
1232,Good Day Biscuit,Grocery,241.54
1233,Fortune Oil,Bakery,152.61
1234,Tata Salt,Bakery,88.71
1235,Good Day Biscuit,Dairy,
1236,Bourbon Biscuit,Dairy,201.28
1237,Bourbon Biscuit,Grocery,128.24
1238,,Grocery,22.52
1239,Colgate,Bakery,241.19
1240,Good Day Biscuit,Household,345.06
1241,Fortune Oil,Dairy,15.1
1242,Colgate,Grocery,340.51
1243,,Personal Care,324.27
1244,Aashirvaad Atta,Grocery,246.87
1245,Dettol Soap,Personal Care,
1246,Sunlight Soap,Grocery,120.05
1247,,Bakery,280.21
1248,Bourbon Biscuit,Dairy,111.54
1249,Dettol Soap,Household,279.39
1250,Amul Milk, ,59.14
1251,Bourbon Biscuit,Dairy,357.8
1252,Bourbon Biscuit, ,285.95
1253,Sunlight Soap, ,51.19
1254,Sunlight Soap,Personal Care,257.3
1255,Good Day Biscuit,Grocery,42.35
1256,Dettol Soap, ,391.51
1257,Fortune Oil, ,171.71
1258,Fortune Oil,Grocery,134.77
1259,Amul Milk,Bakery,127.43
1260,Tata Salt,Dairy,72.97
1261,Amul Milk,Household,148.8
1262,Amul Milk,Grocery,15.79
1263,,Bakery,346.89
1264,Tata Salt,Dairy,145.74
1265,,Household,263.57
1266,Colgate,Household,80.81
1267,Dettol Soap, ,46.26
1268,,Personal Care,236.61
1269,Colgate, ,204.82
1270,Tata Salt,Household,221.43
1271,Colgate,Dairy,93.99
1272,Aashirvaad Atta,Bakery,50.93
1273,Fortune Oil,Grocery,354.36
1274,Good Day Biscuit,Personal Care,171.61
1275,Bourbon Biscuit,Personal Care,231.98
1276,Sunlight Soap, ,275.46
1277,Colgate, ,151.3
1278,Tata Salt,Grocery,345.18
1279,,Household,205.58
1280,Tata Salt,Grocery,210.09
1281,Good Day Biscuit, ,12.87
1282,Good Day Biscuit,Bakery,255.87
1283,Bourbon Biscuit,Household,167.04
1284,Bourbon Biscuit,Bakery,56.83
1285,Colgate,Grocery,233.91
1286,Sunlight Soap,Household,310.3
1287,Fortune Oil,Household,228.63
1288,Tata Salt,Personal Care,225.41
1289,Bourbon Biscuit,Household,329.72
1290,Aashirvaad Atta,Bakery,392.86
1291,Dettol Soap,Household,386.82
1292,Aashirvaad Atta,Household,73.52
1293,Fortune Oil,Grocery,342.31
1294,Colgate,Dairy,385.7
1295,Tata Salt,Household,
1296,,Household,92.8
1297,Sunlight Soap, ,221.76
1298,Colgate,Grocery,
1299,Bourbon Biscuit,Household,75.51
1300,Fortune Oil,Grocery,83.47
1301,Aashirvaad Atta,Personal Care,161.42
1302,Bourbon Biscuit,Personal Care,375.58
1303,Fortune Oil,Household,133.48
1304,Tata Salt,Personal Care,375.78
1305,Good Day Biscuit,Dairy,321.3
1306,Fortune Oil,Dairy,
1307,Fortune Oil,Household,152.81
1308,Dettol Soap,Personal Care,239.33
1309,Aashirvaad Atta,Personal Care,320.4
1310,Amul Milk,Personal Care,49.48
1311,Sunlight Soap,Household,70.61
1312,Sunlight Soap,Grocery,169.69
1313,Dettol Soap,Dairy,43.55
1314,Aashirvaad Atta,Dairy,308.69
1315,Aashirvaad Atta,Household,371.85
1316,Good Day Biscuit,Bakery,267.14
1317,Colgate,Bakery,289.39
1318,Bourbon Biscuit, ,64.21
1319,Fortune Oil,Personal Care,122.54
1320,Amul Milk,Bakery,369.25
1321,Aashirvaad Atta,Grocery,345.91
1322,Fortune Oil,Household,107.13
1323,Dettol Soap,Household,122.09
1324,Good Day Biscuit,Bakery,240.7
1325,Dettol Soap,Dairy,179.76
1326,Sunlight Soap,Bakery,91.8
1327,Colgate,Dairy,143.94
1328,Dettol Soap,Grocery,110.18
1329,Fortune Oil,Bakery,252.02
1330,Good Day Biscuit,Dairy,368.54
1331,Dettol Soap,Personal Care,287.26
1332,Dettol Soap,Household,80.73
1333,Good Day Biscuit,Bakery,
1334,Tata Salt,Grocery,10.85
1335,Fortune Oil,Personal Care,317.88
1336,Amul Milk,Grocery,
1337,Good Day Biscuit,Bakery,293.22
1338,Good Day Biscuit,Grocery,
1339,Good Day Biscuit,Grocery,84.7
1340,Tata Salt,Personal Care,107.29
1341,,Personal Care,37.95
1342,Tata Salt, ,167.9
1343,Good Day Biscuit,Bakery,
1344,Amul Milk, ,182.35
1345,Bourbon Biscuit,Personal Care,66.32
1346,Aashirvaad Atta,Bakery,308.35
1347,Bourbon Biscuit,Household,51.25
1348,Colgate,Household,13.87
1349,Tata Salt,Grocery,36.02
1350,Fortune Oil,Personal Care,48.09
1351,Colgate,Dairy,105.03
1352,Bourbon Biscuit,Personal Care,266.6
1353,Bourbon Biscuit,Bakery,210.73
1354,Fortune Oil, ,40.63
1355,Good Day Biscuit,Grocery,32.13
1356,Colgate,Personal Care,368.84
1357,Bourbon Biscuit,Grocery,397.34
1358,,Household,87.79
1359,Bourbon Biscuit,Personal Care,396.14
1360,Tata Salt,Bakery,330.22
1361,Sunlight Soap,Grocery,327.25
1362,Tata Salt,Personal Care,35.97
1363,Tata Salt,Grocery,319.12
1364,Amul Milk,Grocery,92.07
1365,Good Day Biscuit,Dairy,318.0
1366,Sunlight Soap, ,295.12
1367,Good Day Biscuit,Household,394.55
1368,Tata Salt,Household,229.65
1369,Bourbon Biscuit,Grocery,113.48
1370,Good Day Biscuit,Personal Care,
1371,Tata Salt,Dairy,242.39
1372,Colgate,Household,389.25
1373,Sunlight Soap,Dairy,82.9
1374,Fortune Oil,Dairy,319.11
1375,Amul Milk,Bakery,333.97
1376,Colgate,Grocery,191.19
1377,Tata Salt,Bakery,105.21
1378,Dettol Soap,Personal Care,
1379,Sunlight Soap, ,298.28
1380,Amul Milk,Personal Care,
1381,Tata Salt,Grocery,203.61
1382,Tata Salt,Bakery,215.84
1383,Aashirvaad Atta,Grocery,365.79
1384,Tata Salt,Personal Care,361.17
1385,Dettol Soap,Bakery,110.52
1386,Bourbon Biscuit, ,
1387,Tata Salt,Household,
1388,Dettol Soap,Household,45.82
1389,Fortune Oil, ,
1390,Bourbon Biscuit,Grocery,94.87
1391,Dettol Soap,Personal Care,298.58
1392,,Grocery,361.84
1393,Colgate,Grocery,329.2
1394,Fortune Oil,Grocery,275.7
1395,Sunlight Soap,Personal Care,
1396,Aashirvaad Atta,Grocery,
1397,Colgate,Household,137.44
1398,,Grocery,135.55
1399,Bourbon Biscuit,Bakery,150.65
1400,Colgate,Personal Care,241.58
1401,Colgate,Personal Care,42.42
1402,Bourbon Biscuit,Bakery,293.36
1403,Aashirvaad Atta,Household,
1404,Aashirvaad Atta,Grocery,360.76
1405,Tata Salt,Grocery,113.36
1406,Amul Milk,Household,274.17
1407,Amul Milk,Household,177.34
1408,Amul Milk,Personal Care,109.6
1409,Bourbon Biscuit,Dairy,340.45
1410,Fortune Oil,Bakery,138.97
1411,Amul Milk,Dairy,265.56
1412,Fortune Oil,Grocery,72.36
1413,Amul Milk,Personal Care,226.27
1414,Amul Milk, ,248.06
1415,Fortune Oil,Household,247.15
1416,Dettol Soap,Grocery,20.24
1417,Aashirvaad Atta,Grocery,28.8
1418,Tata Salt,Bakery,206.14
1419,Fortune Oil,Household,243.27
1420,Colgate,Dairy,118.54
1421,Tata Salt,Dairy,260.1
1422,Fortune Oil,Dairy,273.18
1423,Tata Salt,Household,40.49
1424,Sunlight Soap,Bakery,204.51
1425,Dettol Soap,Household,364.0
1426,Colgate,Grocery,306.21
1427,Dettol Soap,Dairy,280.49
1428,Bourbon Biscuit,Personal Care,63.48
1429,Amul Milk,Personal Care,181.12
1430,Amul Milk,Household,
1431,Aashirvaad Atta,Dairy,169.38
1432,Amul Milk,Household,
1433,Dettol Soap,Dairy,300.19
1434,Dettol Soap,Household,235.43
1435,Good Day Biscuit,Grocery,362.04
1436,Tata Salt,Dairy,180.12
1437,Bourbon Biscuit,Personal Care,128.76
1438,Tata Salt,Household,200.14
1439,Good Day Biscuit,Bakery,16.21
1440,Fortune Oil,Dairy,54.0
1441,Fortune Oil,Grocery,344.72
1442,Colgate,Bakery,112.71
1443,Colgate,Personal Care,80.24
1444,Amul Milk,Personal Care,308.01
1445,Dettol Soap,Household,14.43
1446,Good Day Biscuit,Household,212.84
1447,Tata Salt,Dairy,330.89
1448,Aashirvaad Atta,Grocery,94.7
1449,Amul Milk,Bakery,14.16
1450,Sunlight Soap,Dairy,262.71
1451,Aashirvaad Atta,Dairy,23.07
1452,Good Day Biscuit,Dairy,15.02
1453,Colgate,Dairy,
1454,Good Day Biscuit,Grocery,277.05
1455,Colgate,Household,263.95
1456,Tata Salt,Dairy,18.06
1457,Bourbon Biscuit,Dairy,188.26
1458,Tata Salt,Personal Care,83.91
1459,Good Day Biscuit,Household,117.98
1460,Amul Milk,Grocery,255.17
1461,Bourbon Biscuit,Bakery,129.35
1462,Bourbon Biscuit,Grocery,379.87
1463,,Bakery,135.6
1464,Amul Milk,Personal Care,
1465,Bourbon Biscuit,Personal Care,
1466,Sunlight Soap,Grocery,286.32
1467,Dettol Soap,Household,159.23
1468,Dettol Soap, ,207.11
1469,Tata Salt,Bakery,64.3
1470,Aashirvaad Atta,Personal Care,370.74
1471,Bourbon Biscuit,Bakery,119.99
1472,Fortune Oil,Grocery,10.7
1473,Tata Salt,Dairy,286.66
1474,Sunlight Soap,Personal Care,137.99
1475,Amul Milk, ,241.67
1476,Sunlight Soap,Household,240.98
1477,Bourbon Biscuit,Dairy,250.48
1478,Aashirvaad Atta,Bakery,156.92
1479,Sunlight Soap,Grocery,129.45
1480,Tata Salt,Household,162.99
1481,Good Day Biscuit,Dairy,122.68
1482,Aashirvaad Atta,Dairy,
1483,Good Day Biscuit,Personal Care,247.43
1484,Good Day Biscuit,Personal Care,
1485,Dettol Soap,Personal Care,142.83
1486,Fortune Oil,Dairy,207.73
1487,Aashirvaad Atta,Dairy,79.25
1488,Bourbon Biscuit, ,23.76
1489,Colgate,Bakery,268.77
1490,Good Day Biscuit, ,339.38
1491,Bourbon Biscuit,Bakery,152.25
1492,Colgate,Personal Care,168.12
1493,Good Day Biscuit, ,64.15
1494,Dettol Soap,Personal Care,334.93
1495,Amul Milk,Bakery,309.97
1496,Aashirvaad Atta,Household,
1497,Bourbon Biscuit,Personal Care,367.6
1498,Fortune Oil, ,204.03
1499,Colgate,Grocery,329.05
1500,Colgate,Grocery,37.53
1501,Aashirvaad Atta,Bakery,316.1
1502,Sunlight Soap,Bakery,296.33
1503,Colgate,Personal Care,320.42
1504,Aashirvaad Atta,Dairy,133.82
1505,Aashirvaad Atta,Household,214.38
1506,Sunlight Soap,Grocery,222.83
1507,Amul Milk,Bakery,312.5
1508,Colgate,Personal Care,374.18
1509,Good Day Biscuit,Bakery,299.53
1510,Dettol Soap,Bakery,32.5
1511,Bourbon Biscuit,Personal Care,336.42
1512,Amul Milk,Household,24.31
1513,Amul Milk,Household,146.1
1514,Fortune Oil,Household,
1515,Bourbon Biscuit,Grocery,266.77
1516,Tata Salt,Bakery,168.89
1517,Fortune Oil,Personal Care,273.72
1518,Tata Salt,Personal Care,190.55
1519,Amul Milk,Bakery,227.62
1520,Dettol Soap,Grocery,106.03
1521,Aashirvaad Atta,Personal Care,160.67
1522,Aashirvaad Atta,Household,38.38
1523,Tata Salt,Household,80.54
1524,Amul Milk,Household,141.58
1525,Amul Milk,Bakery,
1526,Aashirvaad Atta,Bakery,48.55
1527,Bourbon Biscuit, ,
1528,Fortune Oil,Grocery,
1529,Tata Salt,Dairy,21.74
1530,Fortune Oil,Bakery,174.61
1531,Dettol Soap,Bakery,224.44
1532,Amul Milk,Dairy,64.94
1533,Good Day Biscuit,Grocery,20.82
1534,Fortune Oil,Dairy,299.35
1535,Sunlight Soap,Personal Care,97.02
1536,Fortune Oil,Personal Care,351.63
1537,Tata Salt,Household,
1538,,Bakery,199.92
1539,Fortune Oil,Personal Care,116.64
1540,,Dairy,185.9
1541,Colgate,Personal Care,289.22
1542,Bourbon Biscuit,Grocery,158.29
1543,Bourbon Biscuit,Grocery,137.02
1544,Good Day Biscuit,Bakery,232.32
1545,,Dairy,335.48
1546,Dettol Soap,Household,178.24
1547,Amul Milk,Bakery,171.42
1548,Dettol Soap,Personal Care,268.69
1549,Colgate,Personal Care,134.65
1550,,Bakery,266.17
1551,Aashirvaad Atta,Household,206.46
1552,Amul Milk,Dairy,82.08
1553,Bourbon Biscuit,Household,104.29
1554,Good Day Biscuit,Grocery,94.82
1555,Tata Salt,Household,83.66
1556,Tata Salt,Personal Care,316.08
1557,Aashirvaad Atta,Personal Care,285.87
1558,Fortune Oil,Grocery,145.49
1559,Aashirvaad Atta,Dairy,
1560,Fortune Oil,Dairy,89.74
1561,Good Day Biscuit,Dairy,245.07
1562,Dettol Soap,Household,179.79
1563,Dettol Soap, ,
1564,Amul Milk,Household,319.26
1565,Tata Salt,Grocery,195.18
1566,Tata Salt,Personal Care,180.05
1567,Tata Salt,Dairy,319.9
1568,Fortune Oil,Grocery,229.08
1569,Bourbon Biscuit, ,371.33
1570,Amul Milk, ,
1571,Aashirvaad Atta,Personal Care,149.24
1572,Sunlight Soap,Grocery,
1573,Bourbon Biscuit,Household,71.56
1574,Aashirvaad Atta,Personal Care,40.41
1575,Fortune Oil,Bakery,11.57
1576,Bourbon Biscuit,Grocery,85.57
1577,Colgate,Dairy,13.52
1578,Amul Milk,Grocery,372.2
1579,Colgate,Personal Care,262.19
1580,Bourbon Biscuit,Household,23.63
1581,Good Day Biscuit,Dairy,245.79
1582,Good Day Biscuit,Dairy,216.16
1583,Fortune Oil,Personal Care,388.3
1584,Bourbon Biscuit,Household,212.44
1585,,Bakery,78.93
1586,Amul Milk,Personal Care,
1587,Good Day Biscuit,Personal Care,272.97
1588,Good Day Biscuit,Personal Care,41.97
1589,Aashirvaad Atta,Dairy,
1590,Good Day Biscuit,Personal Care,127.26
1591,Dettol Soap,Personal Care,97.86
1592,Fortune Oil,Bakery,314.32
1593,Dettol Soap,Household,313.1
1594,Tata Salt,Bakery,313.98
1595,Tata Salt, ,257.47
1596,Aashirvaad Atta,Personal Care,
1597,Colgate,Dairy,75.18
1598,Colgate,Dairy,199.59
1599,Bourbon Biscuit,Personal Care,330.65
1600,Good Day Biscuit,Household,314.32
1601,Tata Salt,Bakery,160.8
1602,Good Day Biscuit, ,91.9
1603,Bourbon Biscuit,Personal Care,263.07
1604,Aashirvaad Atta,Bakery,
1605,Dettol Soap,Dairy,92.35
1606,,Bakery,226.38
1607,Fortune Oil,Personal Care,380.02
1608,Tata Salt,Personal Care,257.62
1609,Tata Salt,Dairy,130.06
1610,Colgate,Dairy,397.17
1611,Bourbon Biscuit,Grocery,229.47
1612,Colgate,Bakery,398.23
1613,Amul Milk,Personal Care,105.47
1614,Bourbon Biscuit,Dairy,41.83
1615,Amul Milk,Bakery,216.12
1616,Good Day Biscuit,Grocery,236.48
1617,Tata Salt,Bakery,46.13
1618,Good Day Biscuit,Grocery,249.39
1619,Fortune Oil,Grocery,43.36
1620,Dettol Soap,Bakery,124.79
1621,Good Day Biscuit,Grocery,134.14
1622,Sunlight Soap,Grocery,219.46
1623,Aashirvaad Atta,Grocery,24.44
1624,Fortune Oil,Bakery,339.36
1625,Fortune Oil,Personal Care,350.27
1626,Good Day Biscuit,Personal Care,266.83
1627,Colgate,Dairy,56.79
1628,Colgate,Grocery,322.72
1629,Aashirvaad Atta,Personal Care,366.06
1630,Good Day Biscuit,Bakery,98.57
1631,Bourbon Biscuit,Household,134.41
1632,Good Day Biscuit,Bakery,217.73
1633,Amul Milk,Grocery,241.42
1634,Fortune Oil,Bakery,148.27
1635,Sunlight Soap,Dairy,97.53
1636,Amul Milk,Grocery,353.2
1637,Colgate,Grocery,214.53
1638,Amul Milk,Bakery,
1639,Bourbon Biscuit,Dairy,213.56
1640,Aashirvaad Atta,Dairy,299.1
1641,Tata Salt,Household,
1642,Bourbon Biscuit,Personal Care,15.24
1643,Sunlight Soap,Personal Care,239.45
1644,Tata Salt,Dairy,272.33
1645,Aashirvaad Atta,Personal Care,305.66
1646,Good Day Biscuit,Grocery,
1647,Dettol Soap,Personal Care,91.29
1648,Fortune Oil,Bakery,388.84
1649,Dettol Soap,Household,364.85
1650,Colgate,Personal Care,
1651,Colgate,Dairy,
1652,Dettol Soap,Bakery,223.53
1653,Sunlight Soap, ,374.84
1654,Dettol Soap,Dairy,110.26
1655,Tata Salt,Household,184.33
1656,Aashirvaad Atta,Personal Care,217.53
1657,Colgate,Household,357.97
1658,Good Day Biscuit, ,227.46
1659,Dettol Soap,Personal Care,236.55
1660,Amul Milk,Household,55.41
1661,Aashirvaad Atta,Personal Care,73.21
1662,Fortune Oil,Household,379.09
1663,Sunlight Soap,Bakery,328.78
1664,Amul Milk,Personal Care,144.38
1665,Fortune Oil,Household,102.69
1666,Colgate,Household,234.81
1667,Dettol Soap,Bakery,123.05
1668,Fortune Oil,Household,
1669,Colgate,Household,167.37
1670,Colgate,Household,326.47
1671,Fortune Oil,Bakery,327.33
1672,Tata Salt,Household,223.7
1673,Bourbon Biscuit,Dairy,190.91
1674,Colgate,Grocery,81.06
1675,Aashirvaad Atta,Dairy,
1676,Amul Milk,Grocery,72.26
1677,Good Day Biscuit,Bakery,245.65
1678,Good Day Biscuit,Household,314.3
1679,Sunlight Soap,Dairy,308.52
1680,,Household,25.22
1681,Tata Salt,Household,27.34
1682,Fortune Oil,Bakery,184.71
1683,Good Day Biscuit,Grocery,363.23
1684,Amul Milk,Household,139.84
1685,Dettol Soap,Bakery,130.48
1686,Colgate,Grocery,223.34
1687,Colgate,Grocery,
1688,Bourbon Biscuit,Personal Care,120.84
1689,,Dairy,325.79
1690,Fortune Oil,Grocery,287.95
1691,Fortune Oil,Bakery,258.2
1692,Amul Milk,Household,155.55
1693,Amul Milk,Dairy,283.15
1694,Bourbon Biscuit,Household,173.18
1695,Good Day Biscuit,Grocery,91.72
1696,Amul Milk,Bakery,195.92
1697,Fortune Oil, ,397.9
1698,Tata Salt,Grocery,375.03
1699,Dettol Soap,Dairy,362.95
1700,Sunlight Soap,Dairy,37.29
1701,Amul Milk,Dairy,317.57
1702,Sunlight Soap,Personal Care,193.74
1703,Amul Milk,Household,255.39
1704,,Grocery,157.15
1705,Bourbon Biscuit,Bakery,35.73
1706,Aashirvaad Atta,Dairy,194.15
1707,Aashirvaad Atta,Dairy,342.08
1708,Colgate,Household,348.39
1709,Aashirvaad Atta,Household,87.44
1710,Fortune Oil,Grocery,180.56
1711,Aashirvaad Atta,Grocery,218.03
1712,Good Day Biscuit,Bakery,270.41
1713,Tata Salt,Bakery,298.46
1714,Aashirvaad Atta,Grocery,354.03
1715,Fortune Oil,Household,328.76
1716,Sunlight Soap,Dairy,203.48
1717,Bourbon Biscuit,Dairy,134.38
1718,Good Day Biscuit,Household,22.85
1719,Bourbon Biscuit,Grocery,325.65
